Label,Resin,ResinAmount,Solvent,SolventAmount,dD,dP,dH,Initiator,Result,ResultRevised,LabId,PrepTaskId,PrepByThread,PrepStart,PrepEnd,PrepProtocolId,ImageTaskId,ImageByThread,ImageStart,ImageEnd,ImageProtocolId
R10:S14-r5.00:s5.00,R10,5.0,S14,5.0,15.6,5.6,9.8,explore+,Y,0,id:dORYzZRMmPdD,prep:2dbe9cdab94bb4bbaa6b2e7d716fe957,thread3,2024-09-15T23:54:51.737717-04:00,2024-09-17T04:35:35-04:00,id:rea9jl5vqkoL,image:0fa1c2ce1f503dbaa631c07aa79e3334,thread3,2024-09-19T12:08:24.186860-04:00,2024-09-19T18:06:41.404354-04:00,id:Vrbp1jv5R5Bm
R10:S2-r5.00:s5.00,R10,5.0,S2,5.0,14.9,0.0,0.0,explore+,Y,0,id:pZx9joxM0NOj,prep:2dbe9cdab94bb4bbaa6b2e7d716fe957,thread3,2024-09-15T23:54:51.737717-04:00,2024-09-17T04:35:35-04:00,id:rea9jl5vqkoL,image:0fa1c2ce1f503dbaa631c07aa79e3334,thread3,2024-09-19T12:08:24.186860-04:00,2024-09-19T18:06:41.404354-04:00,id:Vrbp1jv5R5Bm
R10:S7:S8-r5.00:s3.00:s2.00,R10,5.0,S7:S8,3.00:2.00,16.44,6.56,11.88,explore+,Y,0,id:P5ZnEjZRrkKR,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S1:S11-r5.00:s1.00:s4.00,R10,5.0,S1:S11,1.00:4.00,15.84,8.84,16.54,explore+,Y,0,id:kEJ9mqJMGAWB,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S5:S17-r5.00:s2.00:s3.00,R10,5.0,S5:S17,2.00:3.00,16.92,14.58,6.76,explore+,Y,0,id:3em6ZvmOAwzW,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S1:S10-r5.00:s0.50:s4.50,R10,5.0,S1:S10,0.50:4.50,15.82,4.23,6.18,explore+,Y,0,id:E8zoYvznVqXv,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S5:S16-r5.00:s1.00:s4.00,R10,5.0,S5:S16,1.00:4.00,16.66,9.44,6.9,explore+,Y,0,id:D8KAEvKr5X4b,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S13:S15-r5.00:s3.00:s2.00,R10,5.0,S13:S15,3.00:2.00,16.8,2.28,3.32,explore+,Y,0,id:Y0lXejlYObpP,prep:ac4678737f9b5d4d289fd17231ae0b40,thread3,2024-09-25T20:29:59.625997-04:00,2024-09-29T16:14:56-04:00,id:bq9LA01XVK9z,image:9a504fc90b4520a95155b063de723295,thread3,2024-09-30T22:16:14.834633-04:00,2024-10-01T01:57:44.874110-04:00,id:xRO9n3Ej7z3w
R10:S6:S16-r5.00:s3.00:s2.00,R10,5.0,S6:S16,3.00:2.00,15.62,10.3,16.22,explore+,Y,0,id:zGj91ajMAXjJ,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S1:S16-r5.00:s2.00:s3.00,R10,5.0,S1:S16,2.00:3.00,16.6,7.98,6.3,explore+,Y,0,id:Vrbp1jblaVbW,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S7:S19-r5.00:s3.00:s2.00,R10,5.0,S7:S19,3.00:2.00,16.48,5.64,10.08,explore+,Y,0,id:L8kPEjk4A7k4,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S10:S13-r5.00:s3.50:s1.50,R10,5.0,S10:S13,3.50:1.50,16.1,2.59,4.47,explore+,Y,1,id:XnlV5jlEOqln,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S4:S17-r5.00:s2.50:s2.50,R10,5.0,S4:S17,2.50:2.50,19.0,15.15,5.65,explore+,Y,0,id:4pO6dMOGjXOr,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S5:S8-r5.00:s3.00:s2.00,R10,5.0,S5:S8,3.00:2.00,16.14,12.44,9.06,explore+,Y,0,id:lYq9jRqM8bqB,prep:ad52638b885cfaa01c043bfb2bbe5bf0,thread3,2024-10-01T01:59:32.338968-04:00,2024-10-03T23:15:41-04:00,id:8qZ1VWkDmzPA,image:d0e913fc66bd0f900ae905ef357bdfca,thread3,2024-10-05T00:43:35.285490-04:00,2024-10-05T14:16:36.758819-04:00,id:wqW9BPzkE09A
R10:S23-r5.00:s5.00,R10,5.0,S23,5.00,17.4,11.3,27.2,required,N,0,id:M8n3rxPYn9N9,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
R10:S25-r5.00:s5.00,R10,5.0,S25,5.00,15.5,16.0,42.3,required,N,0,id:o1k9jAoKk377,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
R10:S12-r5.00:s5.00,R10,5.0,S12,5.00,16.0,6.8,17.4,explore+,Y,0,id:GmzlKjNYz98E,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
R10:S16-r5.00:s5.00,R10,5.0,S16,5.00,17.0,7.3,7.1,explore+,Y,0,id:AEqRl9x5qAPp,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
R10:S18-r5.00:s5.00,R10,5.0,S18,5.00,18.0,16.6,7.4,explore+,Y,0,id:BYDOjvR1Do3r,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
R10:S22-r5.00:s5.00,R10,5.0,S22,5.00,14.5,2.9,4.6,explore+,Y,0,id:O81aEBv4190X,prep:30db8e8d2c2270d3da5f10ab9bc904a8,thread3,2024-11-07T18:36:16.964969-05:00,2024-11-09T11:50:05-05:00,id:jLq9jXOqqJ4a,image:ae3faea7ad814537e814b0222dd12515,thread3,2024-11-10T17:29:34.157592-05:00,2024-11-10T19:22:00.104683-05:00,id:eGakldealANx
